```csv
nutrient_identifier,life_stage_name,dri_type,value_numeric,value_string,unit,source_of_goal,criterion,footnote_marker,notes,source_document
BORON,"Children 4-8 years",UL,6,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
BORON,"Children 9-13 years",UL,11,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
BORON,"Adolescents 14-18 years",UL,17,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
BORON,"Adults >=19 years",UL,20,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
BORON,"Pregnancy 14-18 years",UL,17,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
BORON,"Pregnancy 19-50 years",UL,20,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
BORON,"Lactation 14-18 years",UL,17,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
BORON,"Lactation 19-50 years",UL,20,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
CU,"Children 4-8 years",UL,3000,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
CU,"Children 9-13 years",UL,5000,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
CU,"Adolescents 14-18 years",UL,8000,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
CU,"Adults >=19 years",UL,10000,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
CU,"Pregnancy 14-18 years",UL,8000,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
CU,"Pregnancy 19-50 years",UL,10000,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
CU,"Lactation 14-18 years",UL,8000,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
CU,"Lactation 19-50 years",UL,10000,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
ID,"Children 4-8 years",UL,300,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
ID,"Children 9-13 years",UL,600,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
ID,"Adolescents 14-18 years",UL,900,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
ID,"Adults >=19 years",UL,1100,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
ID,"Pregnancy 14-18 years",UL,900,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
ID,"Pregnancy 19-50 years",UL,1100,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
ID,"Lactation 14-18 years",UL,900,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
ID,"Lactation 19-50 years",UL,1100,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
FE,"Children 4-13 years",UL,40,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
FE,"Adolescents 14-18 years",UL,45,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
FE,"Adults >=19 years",UL,45,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
FE,"Pregnancy 14-18 years",UL,45,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
FE,"Pregnancy 19-50 years",UL,45,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
FE,"Lactation 14-18 years",UL,45,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
FE,"Lactation 19-50 years",UL,45,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
MN,"Children 4-8 years",UL,3,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
MN,"Children 9-13 years",UL,6,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
MN,"Adolescents 14-18 years",UL,9,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
MN,"Adults >=19 years",UL,11,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
MN,"Pregnancy 14-18 years",UL,9,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
MN,"Pregnancy 19-50 years",UL,11,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
MN,"Lactation 14-18 years",UL,9,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
MN,"Lactation 19-50 years",UL,11,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
MO,"Children 4-8 years",UL,600,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
MO,"Children 9-13 years",UL,1100,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
MO,"Adolescents 14-18 years",UL,1700,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
MO,"Adults >=19 years",UL,2000,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
MO,"Pregnancy 14-18 years",UL,1700,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
MO,"Pregnancy 19-50 years",UL,2000,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
MO,"Lactation 14-18 years",UL,1700,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
MO,"Lactation 19-50 years",UL,2000,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
NICKEL,"Children 4-8 years",UL,300,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
NICKEL,"Children 9-13 years",UL,600,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
NICKEL,"Adolescents 14-18 years",UL,1000,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
NICKEL,"Adults >=19 years",UL,1000,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
NICKEL,"Pregnancy 14-18 years",UL,1000,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
NICKEL,"Pregnancy 19-50 years",UL,1000,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
NICKEL,"Lactation 14-18 years",UL,1000,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
NICKEL,"Lactation 19-50 years",UL,1000,,mcg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
ZN,"Children 4-8 years",UL,12,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
ZN,"Children 9-13 years",UL,23,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
ZN,"Adolescents 14-18 years",UL,34,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
ZN,"Adults >=19 years",UL,40,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
ZN,"Pregnancy 14-18 years",UL,34,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
ZN,"Pregnancy 19-50 years",UL,40,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
ZN,"Lactation 14-18 years",UL,34,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
ZN,"Lactation 19-50 years",UL,40,,mg,UL,,,,IOM DRI VitA/K/Min 2001 S-10
VANADIUM,"Adults >=19 years",UL,1.8,,mg,UL,c,Based on adverse effects in lab animals, not for children/adolescents,IOM DRI VitA/K/Min 2001 S-10
VANADIUM,"Pregnancy 19-50 years",UL,1.8,,mg,UL,c,Based on adverse effects in lab animals, not for children/adolescents,IOM DRI VitA/K/Min 2001 S-10
VANADIUM,"Lactation 19-50 years",UL,1.8,,mg,UL,c,Based on adverse effects in lab animals, not for children/adolescents,IOM DRI VitA/K/Min 2001 S-10
VITC,"Infants 0-6 months",AI,40,,mg,AI,"Human milk content",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Infants 7-12 months",AI,50,,mg,AI,"Human milk + solid food",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Children 1-3 years",EAR,13,,mg,EAR,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Children 1-3 years",RDA,15,,mg,RDA,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Children 4-8 years",EAR,22,,mg,EAR,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Children 4-8 years",RDA,25,,mg,RDA,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Children 9-13 years",EAR,39,,mg,EAR,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Children 9-13 years",RDA,45,,mg,RDA,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Males 14-18 years",EAR,63,,mg,EAR,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Males 14-18 years",RDA,75,,mg,RDA,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Females 14-18 years",EAR,56,,mg,EAR,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Females 14-18 years",RDA,65,,mg,RDA,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Males 19-30 years",EAR,75,,mg,EAR,"Near-maximal neutrophil concentration",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Males 19-30 years",RDA,90,,mg,RDA,"Near-maximal neutrophil concentration",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Females 19-30 years",EAR,60,,mg,EAR,"Near-maximal neutrophil concentration",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Females 19-30 years",RDA,75,,mg,RDA,"Near-maximal neutrophil concentration",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Males 31-50 years",EAR,75,,mg,EAR,"Extrapolation of near-maximal neutrophil concentration from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Males 31-50 years",RDA,90,,mg,RDA,"Extrapolation of near-maximal neutrophil concentration from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Females 31-50 years",EAR,60,,mg,EAR,"Extrapolation of near-maximal neutrophil concentration from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Females 31-50 years",RDA,75,,mg,RDA,"Extrapolation of near-maximal neutrophil concentration from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Males 51-70 years",EAR,75,,mg,EAR,"Extrapolation of near-maximal neutrophil concentration from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Males 51-70 years",RDA,90,,mg,RDA,"Extrapolation of near-maximal neutrophil concentration from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Females 51-70 years",EAR,60,,mg,EAR,"Extrapolation of near-maximal neutrophil concentration from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Females 51-70 years",RDA,75,,mg,RDA,"Extrapolation of near-maximal neutrophil concentration from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Males >70 years",EAR,75,,mg,EAR,"Extrapolation of near-maximal neutrophil concentration from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Males >70 years",RDA,90,,mg,RDA,"Extrapolation of near-maximal neutrophil concentration from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Females >70 years",EAR,60,,mg,EAR,"Extrapolation of near-maximal neutrophil concentration from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Females >70 years",RDA,75,,mg,RDA,"Extrapolation of near-maximal neutrophil concentration from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Pregnancy <=18 years",EAR,66,,mg,EAR,"Extrapolation of near-maximal neutrophil concentration plus transfer to the fetus",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Pregnancy <=18 years",RDA,80,,mg,RDA,"Extrapolation of near-maximal neutrophil concentration plus transfer to the fetus",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Pregnancy 19-50 years",EAR,70,,mg,EAR,"Extrapolation of near-maximal neutrophil concentration plus transfer to the fetus",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Pregnancy 19-50 years",RDA,85,,mg,RDA,"Extrapolation of near-maximal neutrophil concentration plus transfer to the fetus",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Lactation <=18 years",EAR,96,,mg,EAR,"Human milk content + age specific requirement",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Lactation <=18 years",RDA,115,,mg,RDA,"Human milk content + age specific requirement",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Lactation 19-50 years",EAR,100,,mg,EAR,"Human milk content + age specific requirement",,,IOM DRI VitC/E/Se 2000 S-1
VITC,"Lactation 19-50 years",RDA,120,,mg,RDA,"Human milk content + age specific requirement",,,IOM DRI VitC/E/Se 2000 S-1
VITE_AT,"Infants 0-6 months",AI,4,,mg AT,AI,"Human milk content",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Infants 7-12 months",AI,6,,mg AT,AI,"Extrapolation from 0 to 6 mo",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Children 1-3 years",EAR,5,,mg AT,EAR,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Children 1-3 years",RDA,6,,mg AT,RDA,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Children 4-8 years",EAR,6,,mg AT,EAR,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Children 4-8 years",RDA,7,,mg AT,RDA,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Children 9-13 years",EAR,9,,mg AT,EAR,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Children 9-13 years",RDA,11,,mg AT,RDA,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Adolescents 14-18 years",EAR,12,,mg AT,EAR,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Adolescents 14-18 years",RDA,15,,mg AT,RDA,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Adults 19-30 years",EAR,12,,mg AT,EAR,"Prevention of hydrogen peroxide-induced hemolysis",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Adults 19-30 years",RDA,15,,mg AT,RDA,"Prevention of hydrogen peroxide-induced hemolysis",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Adults 31-50 years",EAR,12,,mg AT,EAR,"Extrapolation of hydrogen peroxide-induced hemolysis from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Adults 31-50 years",RDA,15,,mg AT,RDA,"Extrapolation of hydrogen peroxide-induced hemolysis from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Adults 51-70 years",EAR,12,,mg AT,EAR,"Extrapolation of hydrogen peroxide-induced hemolysis from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Adults 51-70 years",RDA,15,,mg AT,RDA,"Extrapolation of hydrogen peroxide-induced hemolysis from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Adults >70 years",EAR,12,,mg AT,EAR,"Extrapolation of hydrogen peroxide-induced hemolysis from 19 through 50 y",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Adults >70 years",RDA,15,,mg AT,RDA,"Extrapolation of hydrogen peroxide-induced hemolysis from 19 through 50 y",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Pregnancy <=18 years",EAR,12,,mg AT,EAR,"Plasma concentration",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Pregnancy <=18 years",RDA,15,,mg AT,RDA,"Plasma concentration",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Pregnancy 19-50 years",EAR,12,,mg AT,EAR,"Plasma concentration",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Pregnancy 19-50 years",RDA,15,,mg AT,RDA,"Plasma concentration",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Lactation <=18 years",EAR,16,,mg AT,EAR,"Human milk content + age specific requirement",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Lactation <=18 years",RDA,19,,mg AT,RDA,"Human milk content + age specific requirement",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Lactation 19-50 years",EAR,16,,mg AT,EAR,"Human milk content + age specific requirement",,,IOM DRI VitC/E/Se 2000 S-2
VITE_AT,"Lactation 19-50 years",RDA,19,,mg AT,RDA,"Human milk content + age specific requirement",,,IOM DRI VitC/E/Se 2000 S-2
SE,"Infants 0-6 months",AI,15,,mcg,AI,"Human milk content",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Infants 7-12 months",AI,20,,mcg,AI,"Human milk + solid food",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Children 1-3 years",EAR,17,,mcg,EAR,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Children 1-3 years",RDA,20,,mcg,RDA,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Children 4-8 years",EAR,23,,mcg,EAR,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Children 4-8 years",RDA,30,,mcg,RDA,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Children 9-13 years",EAR,35,,mcg,EAR,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Children 9-13 years",RDA,40,,mcg,RDA,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Adolescents 14-18 years",EAR,45,,mcg,EAR,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Adolescents 14-18 years",RDA,55,,mcg,RDA,"Extrapolation from adult",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Adults 19-30 years",EAR,45,,mcg,EAR,"Maximizing plasma glutathione peroxidase activity",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Adults 19-30 years",RDA,55,,mcg,RDA,"Maximizing plasma glutathione peroxidase activity",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Adults 31-50 years",EAR,45,,mcg,EAR,"Extrapolation of plasma glutathione peroxidase activity from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Adults 31-50 years",RDA,55,,mcg,RDA,"Extrapolation of plasma glutathione peroxidase activity from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Adults 51-70 years",EAR,45,,mcg,EAR,"Extrapolation of plasma glutathione peroxidase activity from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Adults 51-70 years",RDA,55,,mcg,RDA,"Extrapolation of plasma glutathione peroxidase activity from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Adults >70 years",EAR,45,,mcg,EAR,"Extrapolation of plasma glutathione peroxidase activity from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Adults >70 years",RDA,55,,mcg,RDA,"Extrapolation of plasma glutathione peroxidase activity from 19 through 30 y",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Pregnancy <=18 years",EAR,49,,mcg,EAR,"Saturation of fetal selenoprotein",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Pregnancy <=18 years",RDA,60,,mcg,RDA,"Saturation of fetal selenoprotein",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Pregnancy 19-50 years",EAR,49,,mcg,EAR,"Saturation of fetal selenoprotein",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Pregnancy 19-50 years",RDA,60,,mcg,RDA,"Saturation of fetal selenoprotein",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Lactation <=18 years",EAR,59,,mcg,EAR,"Human milk content + age specific requirement",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Lactation <=18 years",RDA,70,,mcg,RDA,"Human milk content + age specific requirement",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Lactation 19-50 years",EAR,59,,mcg,EAR,"Human milk content + age specific requirement",,,IOM DRI VitC/E/Se 2000 S-3
SE,"Lactation 19-50 years",RDA,70,,mcg,RDA,"Human milk content + age specific requirement",,,IOM DRI VitC/E/Se 2000 S-3
VITC,"Infants 0-6 months",UL,,,mg,UL,,c,"ND. Not determinable. Source of intake should be from food and formula only.",IOM DRI VitC/E/Se 2000 S-4
VITC,"Infants 7-12 months",UL,,,mg,UL,,c,"ND. Not determinable. Source of intake should be from food and formula only.",IOM DRI VitC/E/Se 2000 S-4
VITC,"Children 1-3 years",UL,400,,mg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
VITC,"Children 4-8 years",UL,650,,mg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
VITC,"Children 9-13 years",UL,1200,,mg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
VITC,"Adolescents 14-18 years",UL,1800,,mg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
VITC,"Adults 19-70 years",UL,2000,,mg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
VITC,"Adults >70 years",UL,2000,,mg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
VITC,"Pregnancy <=18 years",UL,1800,,mg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
VITC,"Pregnancy 19-50 years",UL,2000,,mg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
VITC,"Lactation <=18 years",UL,1800,,mg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
VITC,"Lactation 19-50 years",UL,2000,,mg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
VITE_AT,"Infants 0-6 months",UL,,,mg AT,UL,,c,"ND. Not determinable. Source of intake should be from food and formula only. Applies to any form of supplemental alpha-tocopherol.",IOM DRI VitC/E/Se 2000 S-4
VITE_AT,"Infants 7-12 months",UL,,,mg AT,UL,,c,"ND. Not determinable. Source of intake should be from food and formula only. Applies to any form of supplemental alpha-tocopherol.",IOM DRI VitC/E/Se 2000 S-4
VITE_AT,"Children 1-3 years",UL,200,,mg AT,UL,,b,"Applies to any form of supplemental alpha-tocopherol",IOM DRI VitC/E/Se 2000 S-4
VITE_AT,"Children 4-8 years",UL,300,,mg AT,UL,,b,"Applies to any form of supplemental alpha-tocopherol",IOM DRI VitC/E/Se 2000 S-4
VITE_AT,"Children 9-13 years",UL,600,,mg AT,UL,,b,"Applies to any form of supplemental alpha-tocopherol",IOM DRI VitC/E/Se 2000 S-4
VITE_AT,"Adolescents 14-18 years",UL,800,,mg AT,UL,,b,"Applies to any form of supplemental alpha-tocopherol",IOM DRI VitC/E/Se 2000 S-4
VITE_AT,"Adults >=19 years",UL,1000,,mg AT,UL,,b,"Applies to any form of supplemental alpha-tocopherol",IOM DRI VitC/E/Se 2000 S-4
VITE_AT,"Pregnancy <=18 years",UL,800,,mg AT,UL,,b,"Applies to any form of supplemental alpha-tocopherol",IOM DRI VitC/E/Se 2000 S-4
VITE_AT,"Pregnancy 19-50 years",UL,1000,,mg AT,UL,,b,"Applies to any form of supplemental alpha-tocopherol",IOM DRI VitC/E/Se 2000 S-4
VITE_AT,"Lactation <=18 years",UL,800,,mg AT,UL,,b,"Applies to any form of supplemental alpha-tocopherol",IOM DRI VitC/E/Se 2000 S-4
VITE_AT,"Lactation 19-50 years",UL,1000,,mg AT,UL,,b,"Applies to any form of supplemental alpha-tocopherol",IOM DRI VitC/E/Se 2000 S-4
SE,"Infants 0-6 months",UL,45,,mcg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
SE,"Infants 7-12 months",UL,60,,mcg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
SE,"Children 1-3 years",UL,90,,mcg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
SE,"Children 4-8 years",UL,150,,mcg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
SE,"Children 9-13 years",UL,280,,mcg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
SE,"Adolescents 14-18 years",UL,400,,mcg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
SE,"Adults >=19 years",UL,400,,mcg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
SE,"Pregnancy <=18 years",UL,400,,mcg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
SE,"Pregnancy 19-50 years",UL,400,,mcg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
SE,"Lactation <=18 years",UL,400,,mcg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
SE,"Lactation 19-50 years",UL,400,,mcg,UL,,,,IOM DRI VitC/E/Se 2000 S-4
CHOCDF,"Infants 0-6 months",EAR,,,,,,,No EAR set; AI only,DRI Macronutrients 2005
CHOCDF,"Infants 7-12 months",EAR,,,,,,,No EAR set; AI only,DRI Macronutrients 2005
CHOCDF,"Children 1-3 years",EAR,100,,g,EAR,"Average glucose utilized by the brain",,,DRI Macronutrients 2005 Table S-2
CHOCDF,"Children 4-8 years",EAR,100,,g,EAR,"Average glucose utilized by the brain",,,DRI Macronutrients 2005 Table S-2
CHOCDF,"Males 9-13 years",EAR,100,,g,EAR,"Average glucose utilized by the brain",,,DRI Macronutrients 2005 Table S-2
CHOCDF,"Females 9-13 years",EAR,100,,g,EAR,"Average glucose utilized by the brain",,,DRI Macronutrients 2005 Table S-2
CHOCDF,"Males 14-18 years",EAR,100,,g,EAR,"Average glucose utilized by the brain",,,DRI Macronutrients 2005 Table S-2
CHOCDF,"Females 14-18 years",EAR,100,,g,EAR,"Average glucose utilized by the brain",,,DRI Macronutrients 2005 Table S-2
CHOCDF,"Males >18 years",EAR,100,,g,EAR,"Brain glucose utilization",,,DRI Macronutrients 2005 Table S-2
CHOCDF,"Females >18 years",EAR,100,,g,EAR,"Brain glucose utilization",,,DRI Macronutrients 2005 Table S-2
CHOCDF,"Pregnancy 14-18 years",EAR,135,,g,EAR,"Adolescent female EAR plus fetal brain glucose utilization",,,DRI Macronutrients 2005 Table S-2
CHOCDF,"Pregnancy 19-50 years",EAR,135,,g,EAR,"Adult female EAR plus fetal brain glucose utilization",,,DRI Macronutrients 2005 Table S-2
CHOCDF,"Lactation 14-18 years",EAR,160,,g,EAR,"Adolescent female EAR plus average human milk content of carbohydrate",,,DRI Macronutrients 2005 Table S-2
CHOCDF,"Lactation 19-50 years",EAR,160,,g,EAR,"Adult female EAR plus average human milk content of carbohydrate",,,DRI Macronutrients 2005 Table S-2
PROCNT,"Infants 0-6 months",EAR,,,,,,,No EAR set; AI only (1.52 g/kg/d),DRI Macronutrients 2005
PROCNT,"Infants 7-12 months",EAR,1.0,,"g/kg body weight",EAR,"Nitrogen equilibrium plus protein deposition (Corrected per NOTE p13)",,,DRI Macronutrients 2005 Table S-7 & Note
PROCNT,"Children 1-3 years",EAR,0.87,,"g/kg body weight",EAR,"Nitrogen equilibrium plus protein deposition (Corrected per NOTE p13)",,,DRI Macronutrients 2005 Table S-7 & Note
PROCNT,"Children 4-8 years",EAR,0.76,,"g/kg body weight",EAR,"Nitrogen equilibrium plus protein deposition",,,DRI Macronutrients 2005 Table S-7
PROCNT,"Males 9-13 years",EAR,0.76,,"g/kg body weight",EAR,"Nitrogen equilibrium plus protein deposition",,,DRI Macronutrients 2005 Table S-7
PROCNT,"Females 9-13 years",EAR,0.76,,"g/kg body weight",EAR,"Nitrogen equilibrium plus protein deposition",,,DRI Macronutrients 2005 Table S-7
PROCNT,"Males 14-18 years",EAR,0.73,,"g/kg body weight",EAR,"Nitrogen equilibrium plus protein deposition",,,DRI Macronutrients 2005 Table S-7
PROCNT,"Females 14-18 years",EAR,0.71,,"g/kg body weight",EAR,"Nitrogen equilibrium plus protein deposition",,,DRI Macronutrients 2005 Table S-7
PROCNT,"Males >18 years",EAR,0.66,,"g/kg body weight",EAR,"Nitrogen equilibrium",,,DRI Macronutrients 2005 Table S-7
